specialty_code;profile;institution_name;education_form;funding;category;plan_places;current_places;fraction
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Общая;25;2;0.08
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Общая;25;5;0.2
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Особая;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;3;0;0.0
Sp 22.03.01;Конструирование и производство изделий из композиционных материалов;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;2;1;0.5
Sp 22.04.01;Неразрушающий контроль;УУНиТ;Очная;Бюджетная основа;Общая;12;6;0.5
Sp 22.04.01;Неразрушающий контроль;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Общая;16;14;0.875
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 23.03.03;Эксплуатация транспортно-технологических машин и комплексов (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Общая;40;6;0.15
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Особая;4;1;0.25
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Отдельная;4;0;0.0
Sp 23.05.01;Наземные транспортно-технологические средства;УУНиТ;Очная;Бюджетная основа;Целевая;8;0;0.0
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Общая;24;10;0.4166666666666667
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 24.03.04;Авиастроение;УУНиТ;Очная;Бюджетная основа;Целевая;10;0;0.0
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Общая;26;5;0.19230769230769232
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Отдельная;3;1;0.3333333333333333
Sp 24.03.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Целевая;8;0;0.0
Sp 24.04.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Общая;9;3;0.3333333333333333
Sp 24.04.05;Двигатели летательных аппаратов;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Общая;60;10;0.16666666666666666
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Особая;6;0;0.0
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Отдельная;6;1;0.16666666666666666
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Целевая;16;1;0.0625
Sp 24.05.02;Проектирование авиационных и ракетных двигателей;УУНиТ;Очная;Бюджетная основа;Целевая;20;12;0.6
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Общая;40;2;0.05
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Особая;4;1;0.25
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Отдельная;4;0;0.0
Sp 24.05.06;Системы управления летательными аппаратами;УУНиТ;Очная;Бюджетная основа;Целевая;30;11;0.36666666666666664
Sp 25.03.01;Техническая эксплуатация летательных аппаратов и двигателей;УУНиТ;Очная;Бюджетная основа;Общая;25;8;0.32
Sp 25.03.01;Техническая эксплуатация летательных аппаратов и двигателей;УУНиТ;Очная;Бюджетная основа;Особая;3;0;0.0
Sp 25.03.01;Техническая эксплуатация летательных аппаратов и двигателей;УУНиТ;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 25.03.01;Техническая эксплуатация летательных аппаратов и двигателей;УУНиТ;Очная;Бюджетная основа;Целевая;4;0;0.0
Sp 25.04.01;Техническая эксплуатация летательных аппаратов и двигателей;УУНиТ;Очная;Бюджетная основа;Общая;10;9;0.9
Sp 25.04.01;Техническая эксплуатация летательных аппаратов и двигателей;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 27.03.01;Метрология, стандартизация и сертификация;УУНиТ;Очная;Бюджетная основа;Общая;14;5;0.35714285714285715
Sp 27.03.01;Метрология, стандартизация и сертификация;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 27.03.01;Метрология, стандартизация и сертификация;УУНиТ;Очная;Бюджетная основа;Отдельная;2;1;0.5
Sp 27.03.01;Метрология, стандартизация и сертификация;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 27.03.04;Управление в технических системах;УУНиТ;Очная;Бюджетная основа;Общая;15;0;0.0
Sp 27.03.04;Управление в технических системах;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 27.03.04;Управление в технических системах;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 27.03.04;Управление в технических системах;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 27.03.05;Инноватика;УУНиТ;Очная;Бюджетная основа;Общая;20;1;0.05
Sp 27.03.05;Инноватика;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 27.03.05;Инноватика;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 27.03.05;Инноватика;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 28.03.02;Наноинженерия;УУНиТ;Очная;Бюджетная основа;Общая;20;1;0.05
Sp 28.03.02;Наноинженерия;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 28.03.02;Наноинженерия;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 28.03.02;Наноинженерия;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 28.04.02;Наноинженерия;УУНиТ;Очная;Бюджетная основа;Общая;10;4;0.4
Sp 37.03.01;Психология;УУНиТ;Очная;Бюджетная основа;Общая;9;9;1.0
Sp 37.03.01;Психология;УУНиТ;Очная;Бюджетная основа;Особая;1;0;0.0
Sp 37.03.01;Психология;УУНиТ;Очная;Бюджетная основа;Отдельная;1;1;1.0
Sp 37.03.01;Психология;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 37.03.01;Психология;УУНиТ;Очно-заочная;Бюджетная основа;Общая;25;7;0.28
Sp 37.03.01;Психология;УУНиТ;Очно-заочная;Бюджетная основа;Особая;3;0;0.0
Sp 37.03.01;Психология;УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;3;0;0.0
Sp 37.03.01;Психология;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;2;0;0.0
Sp 37.04.01;Клиническая психология;УУНиТ;Очная;Бюджетная основа;Общая;19;18;0.9473684210526315
Sp 37.04.01;Клиническая психология;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 38.04.01;Управление инновационным развитием;УУНиТ;Очная;Бюджетная основа;Общая;15;11;0.7333333333333333
Sp 38.04.01;Экономика и управление пространственным развитием территорий;УУНиТ;Очная;Бюджетная основа;Общая;10;4;0.4
Sp 38.04.01;Экономика предпринимательства и креативных индустрий;УУНиТ;Заочная;Бюджетная основа;Общая;10;5;0.5
Sp 38.04.01;Управление инновационным развитием;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 38.04.01;Экономика и управление пространственным развитием территорий;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 38.04.01;Экономика предпринимательства и креативных индустрий;УУНиТ;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 38.04.05;Информационная бизнес-аналитика ;УУНиТ;Очно-заочная;Бюджетная основа;Общая;12;6;0.5
Sp 38.04.05;Информационная бизнес-аналитика ;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 39.03.01;Социология;УУНиТ;Очная;Бюджетная основа;Общая;20;8;0.4
Sp 39.03.01;Социология;УУНиТ;Очная;Бюджетная основа;Особая;2;1;0.5
Sp 39.03.01;Социология;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 39.03.01;Социология;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 39.03.01;Социология;УУНиТ;Заочная;Бюджетная основа;Общая;20;7;0.35
Sp 39.03.01;Социология;УУНиТ;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 39.03.01;Социология;УУНиТ;Заочная;Бюджетная основа;Отдельная;2;1;0.5
Sp 39.03.01;Социология;УУНиТ;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 39.03.02;Социальная работа;УУНиТ;Очная;Бюджетная основа;Общая;20;4;0.2
Sp 39.03.02;Социальная работа;УУНиТ;Очная;Бюджетная основа;Особая;2;1;0.5
Sp 39.03.02;Социальная работа;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 39.03.02;Социальная работа;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 39.03.02;Социальная работа;УУНиТ;Заочная;Бюджетная основа;Общая;15;3;0.2
Sp 39.03.02;Социальная работа;УУНиТ;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 39.03.02;Социальная работа;УУНиТ;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 39.03.02;Социальная работа;УУНиТ;Заочная;Бюджетная основа;Целевая;2;0;0.0
Sp 39.03.02;Социальная работа (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Общая;23;20;0.8695652173913043
Sp 39.03.02;Социальная работа (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 39.03.02;Социальная работа (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 39.03.02;Социальная работа (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Очная;Бюджетная основа;Общая;20;6;0.3
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Заочная;Бюджетная основа;Общая;15;3;0.2
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 39.03.03;Организация работы с молодежью;УУНиТ;Заочная;Бюджетная основа;Целевая;2;0;0.0
Sp 39.04.01;Социальное проектирование в сферах коммуникации и маркетинга;УУНиТ;Очная;Бюджетная основа;Общая;15;6;0.4
Sp 39.04.01;Социальное проектирование в сферах коммуникации и маркетинга;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 39.04.02;Социальная работа в сфере семейно-демографической политики;УУНиТ;Заочная;Бюджетная основа;Общая;16;1;0.0625
Sp 39.04.02;Социальная работа в сфере семейно-демографической политики;УУНиТ;Заочная;Бюджетная основа;Целевая;3;0;0.0
Sp 40.03.01;Юрист общей практики;УУНиТ;Очная;Бюджетная основа;Общая;47;47;1.0
Sp 40.03.01;Юрист общей практики;УУНиТ;Очная;Бюджетная основа;Особая;5;5;1.0
Sp 40.03.01;Юрист общей практики;УУНиТ;Очная;Бюджетная основа;Отдельная;5;3;0.6
Sp 40.03.01;Юрист общей практики;УУНиТ;Очная;Бюджетная основа;Целевая;6;6;1.0
Sp 40.03.01;Юрист общей практики;УУНиТ;Очно-заочная;Бюджетная основа;Общая;11;11;1.0
Sp 40.03.01;Юрист общей практики;УУНиТ;Очно-заочная;Бюджетная основа;Особая;2;0;0.0
Sp 40.03.01;Юрист общей практики;УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;2;2;1.0
Sp 40.03.01;Юрист общей практики;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;2;1;0.5
Sp 40.04.01;Юрист в сфере уголовного судопроизводства;УУНиТ;Очная;Бюджетная основа;Общая;16;16;1.0
Sp 40.04.01;Юрист в сфере уголовного судопроизводства;УУНиТ;Заочная;Бюджетная основа;Общая;67;34;0.5074626865671642
Sp 40.04.01;Юрист в сфере уголовного судопроизводства;УУНиТ;Заочная;Бюджетная основа;Целевая;6;0;0.0
Sp 40.04.01;Юрист в сфере уголовного судопроизводства;УУНиТ;Очная;Бюджетная основа;Целевая;2;0;0.0
Sp 41.03.04;Политология;УУНиТ;Очно-заочная;Бюджетная основа;Общая;16;3;0.1875
Sp 41.03.04;Политология;УУНиТ;Очно-заочная;Бюджетная основа;Особая;2;2;1.0
Sp 41.03.04;Политология;УУНиТ;Очно-заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 41.03.04;Политология;УУНиТ;Очно-заочная;Бюджетная основа;Целевая;2;1;0.5
Sp 41.03.05;Международные отношения;УУНиТ;Очная;Бюджетная основа;Общая;10;10;1.0
Sp 41.03.05;Международные отношения;УУНиТ;Очная;Бюджетная основа;Особая;1;1;1.0
Sp 41.03.05;Международные отношения;УУНиТ;Очная;Бюджетная основа;Отдельная;1;0;0.0
Sp 41.03.05;Международные отношения;УУНиТ;Очная;Бюджетная основа;Целевая;3;0;0.0
Sp 41.04.04;Политические коммуникации в системе управления;УУНиТ;Очная;Бюджетная основа;Общая;15;9;0.6
Sp 42.03.02;Производство продукции телерадиовещательных средств массовой информации;УУНиТ;Очная;Бюджетная основа;Общая;10;10;1.0
Sp 42.03.02;Производство продукции телерадиовещательных средств массовой информации;УУНиТ;Очная;Бюджетная основа;Особая;1;1;1.0
Sp 42.03.02;Производство продукции телерадиовещательных средств массовой информации;УУНиТ;Очная;Бюджетная основа;Отдельная;1;1;1.0
Sp 42.03.02;Производство продукции телерадиовещательных средств массовой информации;УУНиТ;Очная;Бюджетная основа;Целевая;1;1;1.0
Sp 42.03.03;Издательское дело;УУНиТ;Заочная;Бюджетная основа;Общая;12;8;0.6666666666666666
Sp 42.03.03;Издательское дело;УУНиТ;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 42.03.03;Издательское дело;УУНиТ;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 42.04.02;Журналистика;УУНиТ;Очная;Бюджетная основа;Общая;11;9;0.8181818181818182
Sp 42.04.02;Журналистика;УУНиТ;Очная;Бюджетная основа;Целевая;1;0;0.0
Sp 44.03.01;Дошкольное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Общая;5;5;1.0
Sp 44.03.01;Дошкольное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Особая;1;0;0.0
Sp 44.03.01;Дошкольное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Отдельная;1;0;0.0
Sp 44.03.01;Дошкольное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 44.03.01;Начальное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Общая;5;3;0.6
Sp 44.03.01;Начальное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Особая;1;0;0.0
Sp 44.03.01;Начальное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Отдельная;1;0;0.0
Sp 44.03.01;Начальное образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Целевая;1;0;0.0
Sp 44.03.01;Специальная педагогика начальной школы (инклюзивное образование) (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Общая;15;15;1.0
Sp 44.03.01;Специальная педагогика начальной школы (инклюзивное образование) (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.01;Специальная педагогика начальной школы (инклюзивное образование) (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.01;Специальная педагогика начальной школы (инклюзивное образование) (Сибай);Филиал в г. Сибай;Заочная;Бюджетная основа;Целевая;5;0;0.0
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;22;9;0.4090909090909091
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;3;2;0.6666666666666666
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;7;7;1.0
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Общая;16;14;0.875
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Особая;2;1;0.5
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Отдельная;2;1;0.5
Sp 44.03.01;История (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Целевая;5;3;0.6
Sp 44.03.01;Иностранный язык (английский) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Общая;16;9;0.5625
Sp 44.03.01;Иностранный язык (английский) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.01;Иностранный язык (английский) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.01;Иностранный язык (английский) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Целевая;5;4;0.8
Sp 44.03.01;Начальное образование (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Общая;16;14;0.875
Sp 44.03.01;Начальное образование (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Особая;2;1;0.5
Sp 44.03.01;Начальное образование (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Отдельная;2;1;0.5
Sp 44.03.01;Начальное образование (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Целевая;5;4;0.8
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Общая;17;10;0.5882352941176471
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Очная;Бюджетная основа;Целевая;3;1;0.3333333333333333
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Общая;5;5;1.0
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Особая;1;0;0.0
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Отдельная;1;0;0.0
Sp 44.03.02;Психолого-педагогическое образование (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Целевая;2;2;1.0
Sp 44.03.02;Психолого-педагогическое образование (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Общая;20;20;1.0
Sp 44.03.02;Психолого-педагогическое образование (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Особая;2;1;0.5
Sp 44.03.02;Психолого-педагогическое образование (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.02;Психолого-педагогическое образование (Сибай);Филиал в г. Сибай;Очная;Бюджетная основа;Целевая;4;0;0.0
Sp 44.03.02;Психолого-педагогическое образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;22;14;0.6363636363636364
Sp 44.03.02;Психолого-педагогическое образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;3;3;1.0
Sp 44.03.02;Психолого-педагогическое образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;3;0;0.0
Sp 44.03.02;Психолого-педагогическое образование (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Целевая;4;3;0.75
Sp 44.03.03;Специальное (дефектологическое) образование;УУНиТ;Заочная;Бюджетная основа;Общая;25;19;0.76
Sp 44.03.03;Специальное (дефектологическое) образование;УУНиТ;Заочная;Бюджетная основа;Особая;3;1;0.3333333333333333
Sp 44.03.03;Специальное (дефектологическое) образование;УУНиТ;Заочная;Бюджетная основа;Отдельная;3;0;0.0
Sp 44.03.03;Специальное (дефектологическое) образование;УУНиТ;Заочная;Бюджетная основа;Целевая;8;0;0.0
Sp 44.03.03;Логопедия (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Общая;5;5;1.0
Sp 44.03.03;Логопедия (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Особая;1;0;0.0
Sp 44.03.03;Логопедия (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Отдельная;1;0;0.0
Sp 44.03.03;Логопедия (Бирск);Филиал в г. Бирск;Заочная;Бюджетная основа;Целевая;1;1;1.0
Sp 44.03.04;Профессиональное обучение (по отраслям) (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Общая;20;17;0.85
Sp 44.03.04;Профессиональное обучение (по отраслям) (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Особая;2;1;0.5
Sp 44.03.04;Профессиональное обучение (по отраслям) (Стерлитамак);Филиал в г. Стерлитамак;Очная;Бюджетная основа;Отдельная;2;1;0.5
Sp 44.03.04;Профессиональное обучение (по отраслям) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Общая;16;7;0.4375
Sp 44.03.04;Профессиональное обучение (по отраслям) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.04;Профессиональное обучение (по отраслям) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.04;Профессиональное обучение (по отраслям) (Стерлитамак);Филиал в г. Стерлитамак;Заочная;Бюджетная основа;Целевая;7;7;1.0
Sp 44.03.05;Родной (башкирский) язык и литература, Китайский язык;УУНиТ;Очная;Бюджетная основа;Общая;16;10;0.625
Sp 44.03.05;Родной (башкирский) язык и литература, Китайский язык;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Родной (башкирский) язык и литература, Китайский язык;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Родной (башкирский) язык и литература, Китайский язык;УУНиТ;Очная;Бюджетная основа;Целевая;5;3;0.6
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык;УУНиТ;Заочная;Бюджетная основа;Общая;10;8;0.8
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык;УУНиТ;Заочная;Бюджетная основа;Особая;1;0;0.0
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык;УУНиТ;Заочная;Бюджетная основа;Отдельная;1;0;0.0
Sp 44.03.05;Родной (башкирский) язык и литература, Русский язык;УУНиТ;Заочная;Бюджетная основа;Целевая;3;1;0.3333333333333333
Sp 44.03.05;Родной (татарский) язык и литература, Русский язык;УУНиТ;Очная;Бюджетная основа;Общая;15;7;0.4666666666666667
Sp 44.03.05;Родной (татарский) язык и литература, Русский язык;УУНиТ;Очная;Бюджетная основа;Особая;2;0;0.0
Sp 44.03.05;Родной (татарский) язык и литература, Русский язык;УУНиТ;Очная;Бюджетная основа;Отдельная;2;0;0.0
Sp 44.03.05;Родной (татарский) язык и литература, Русский язык;УУНиТ;Очная;Бюджетная основа;Целевая;5;0;0.0
Sp 44.03.05;Русский язык и литература, Русский язык как иностранный;УУНиТ;Очная;Бюджетная основа;Общая;15;5;0.3333333333333333
Sp 44.03.05;Русский язык и литература, Русский язык как иностранный;УУНиТ;Очная;Бюджетная основа;Особая;2;2;1.0
